Cambodia%00,Banteay Meanchey%01,Mongkol Borei%0101,Banteay Neang%010101,Ou Thum%01010101
Cambodia%00,Banteay Meanchey%01,Mongkol Borei%0101,Banteay Neang%010101,Phnum%01010102
Cambodia%00,Banteay Meanchey%01,Mongkol Borei%0101,Banteay Neang%010101,Banteay Neang%01010103
Cambodia%00,Banteay Meanchey%01,Mongkol Borei%0101,Bat Trang%010102,Khtum Reay Lech%01010201
Cambodia%00,Banteay Meanchey%01,Mongkol Borei%0101,Bat Trang%010102,Khtum Reay Kaeut%01010202
Cambodia%00,Banteay Meanchey%01,Mongkol Borei%0101,Bat Trang%010102,Anlong Thngan Kaeut%01010203
Cambodia%00,Banteay Meanchey%01,Mongkol Borei%0101,Bat Trang%010102,Anlong Thngan Lech%01010204
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Rongvean%01020101
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Thmei Khang Tboung%01020102
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Thmei Khang Cheung%01020103
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Kouk Yeang%01020104
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Kouk Chas%01020105
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Chrab%01020106
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Kantuot%01020107
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Nam Tau%01020108
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Pongro%01020109
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Samraong%01020110
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Khnang%01020111
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Thnong Khang Tboung%01020112
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Thnong Khang Cheung%01020113
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Slaeng%01020114
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Ta Kong%01020115
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Yeang Otdam%01020116
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Ampel Kaong%01020117
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Nam Tau%010201,Kong Siem%01020118
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Paoy Char%010202,Paoy Snuol%01020201
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Paoy Char%010202,Paoy Char%01020202
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Paoy Char%010202,Trapeang Thma Tboung%01020203
Cambodia%00,Banteay Meanchey%01,Phnum Srok%0102,Paoy Char%010202,Trapeang Thma Cheung%01020204
